type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,E - No Lost Time Personal Injury,05/06/2014 12:00,NDS - Birmingham,Outdoors (not highway or railway),Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,05/06/2014 12:00,NDS - Birmingham,Outdoors (not highway or railway),Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,D - Lost Time (3 days or less),05/06/2013 08:15,NDS - Birmingham,On highway,Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,06/10/2013 13:00,NDS - Birmingham,Outdoors (not highway or railway),Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,13/10/2015 11:57,NDS - Birmingham,General,Birmingham,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,30/08/2013 10:45,NDS - Birmingham,On highway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,30/08/2013 10:45,NDS - Birmingham,On highway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,30/08/2013 10:45,NDS - Birmingham,On highway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,30/08/2013 10:45,NDS - Birmingham,On highway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,04/10/2016 07:10,NDS - Birmingham,In depot / yard,Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/10/2016 07:10,NDS - Birmingham,In depot / yard,Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/10/2016 07:10,NDS - Birmingham,In depot / yard,Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,14/11/2013 10:30,NDS - Birmingham,On highway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,13/04/2015 10:30,NDS - Cambridge,Outdoors (not highway or railway),Cambridge,East,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,19/09/2016 12:30,NDS - Cambridge,On highway,Cambridge,East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,26/06/2013 12:00,NDS - Nottingham,On highway,Nottingham,East Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,08/12/2014 10:00,NDS - Nottingham,General,Nottingham,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,12/06/2014 11:00,NDS - Nottingham,Outdoors (not highway or railway),Nottingham,East Midlands,O-Violence or attack
Injury & Riddor,C - Lost Time 4 to 7 Days,12/03/2014 11:45,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,12/03/2014 11:45,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,25/06/2014 06:45,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,24/10/2013 17:30,NDS - Sheffield,General,Sheffield,Yorkshire and the Humbler,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,30/04/2015 12:30,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,30/04/2015 12:30,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,12/05/2014 19:00,NDS - Sheffield,In office / building,Sheffield,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,22/06/2014 18:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,22/06/2014 18:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,22/06/2014 18:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,26/03/2015 23:15,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,28/07/2015 07:30,NDS - Sheffield,General,Sheffield,Yorkshire and the Humbler,P-Other
Injury & Riddor,C - RIDDOR Over 7 Days,21/01/2016 10:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,21/01/2016 10:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,21/05/2015 07:45,NDS - Sheffield,General,Sheffield,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,21/05/2015 07:45,NDS - Sheffield,General,Sheffield,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,23/05/2014 09:30,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,23/05/2014 09:30,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,23/05/2014 09:30,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,30/09/2014 12:30,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,30/09/2014 12:30,NDS - Sheffield,Outdoors (not highway or railway),Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,16/06/2016 12:20,NDS - Sheffield,General,Sheffield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,12/08/2015 14:00,NDS - Sheffield,On highway,Sheffield,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,06/12/2016 09:45,Norfolk streetlighting,On highway,Norwich,East,C-Struck by a moving vehicle
Injury & Riddor,B - RIDDOR Specified Injury,01/07/2013 10:30,Norfolk streetlighting,On highway,Norwich,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,01/07/2013 10:30,Norfolk streetlighting,On highway,Norwich,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,09/07/2014 21:00,Norfolk streetlighting,On highway,Norwich,East,P-Other
Injury & Riddor,R - Non Work Related Incident,29/10/2014 00:00,Northern Gas Networks,On highway,Bradford,Yorkshire and the Humbler,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,27/04/2014 14:00,Northern Gas Networks,Outdoors (not highway or railway),Bradford,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,09/05/2014 13:45,Northern Gas Networks,On highway,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,05/09/2013 15:00,Northern Gas Networks,Outdoors (not highway or railway),Leeds,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,06/09/2013 00:00,Northern Gas Networks,On highway,Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,H – RIDDOR reportable (other),02/02/2014 09:40,Northern Ireland Package 2,Member of public's property,Lisburn,Northern Ireland,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,03/05/2016 12:40,Northern Power Grid - Vegetation,General,York,Yorkshire and the Humbler,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,17/05/2016 11:30,Northern Power Grid - Vegetation,General,York,Yorkshire and the Humbler,R-Caused by vegetation overgrowth
Injury & Riddor,K - Road Traffic Accident With Injury,28/05/2013 06:01,Notre Dame High School,Outdoors (not highway or railway),Glasgow,Scotland,P-Other
Injury & Riddor,C - RIDDOR Over 7 Days,14/08/2014 15:00,Npower NWM 655,Member of public's property,Manchester,North West,O-Violence or attack
Injury & Riddor,C - RIDDOR Over 7 Days,14/08/2014 15:00,Npower NWM 655,Member of public's property,Manchester,North West,O-Violence or attack
Injury & Riddor,C - RIDDOR Over 7 Days,14/08/2014 15:00,Npower NWM 655,Member of public's property,Manchester,North West,O-Violence or attack
Injury & Riddor,C - Lost Time 4 to 7 Days,16/11/2016 00:00,Npower NWM 655,On highway,Manchester,North West,P-Other
Injury & Riddor,K - Road Traffic Accident With Injury,15/12/2015 10:30,Npower NWM 655,General,Cardiff,Wales,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,19/02/2013 06:55,OTM On Track Machines,In depot / yard,Bristol,South West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,29/10/2013 15:30,OTM On Track Machines,General,Manchester,North West,
Injury & Riddor,E - No Lost Time Personal Injury,29/10/2013 15:30,OTM On Track Machines,General,Manchester,North West,
Injury & Riddor,E - No Lost Time Personal Injury,30/06/2016 05:40,"Parklands, Speke",In office / building,Liverpool,North West,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,08/05/2014 09:00,Perth & Kinross - Heating,General,Perth,Scotland,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,06/10/2015 12:30,Peterborough - Building Cleaning,In depot / yard,Peterborough,East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,25/11/2015 14:55,Peterborough - Building Cleaning,In depot / yard,Peterborough,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/06/2016 15:25,Peterborough - Building Cleaning,General,Peterborough,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),03/02/2015 07:40,Peterborough - Building Cleaning,General,Peterborough,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,24/01/2014 15:20,Peterborough - Building Cleaning,General,Peterborough,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/10/2016 11:25,Peterborough - Catering,General,Peterborough,East,K-Exposure to fire / heat
Injury & Riddor,R - Non Work Related Incident,02/02/2016 00:00,Peterborough - Catering,In office / building,Peterborough,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,22/10/2013 10:30,Peterborough - Catering,General,Peterborough,East,S-Food handling incident
Injury & Riddor,D - Lost Time (3 days or less),30/01/2014 11:30,Peterborough - Catering,In office / building,Peterborough,East,S-Food handling incident
Injury & Riddor,E - No Lost Time Personal Injury,25/11/2014 11:00,Peterborough - Catering,In office / building,Peterborough,East,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,23/06/2016 00:00,Peterborough - Catering,General,Peterborough,East,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,06/09/2013 13:20,Peterborough - Catering,In office / building,Peterborough,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,05/12/2016 08:20,Peterborough - Catering,General,Peterborough,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,24/03/2014 11:00,Peterborough - Catering,In office / building,Peterborough,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,03/10/2013 10:30,Peterborough - Catering,In office / building,Peterborough,East,S-Food handling incident
Injury & Riddor,E - No Lost Time Personal Injury,25/11/2013 11:30,Peterborough - Catering,In office / building,Peterborough,East,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,13/11/2015 11:47,Peterborough - Catering,General,Peterborough,East,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,05/03/2015 09:00,Peterborough - Catering,In office / building,Peterborough,East,
Injury & Riddor,E - No Lost Time Personal Injury,03/10/2014 12:30,Peterborough - Catering,In office / building,Peterborough,East,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - RIDDOR Over 7 Days,27/01/2014 08:15,Peterborough - Catering,In office / building,Peterborough,East,S-Food handling incident
Injury & Riddor,E - No Lost Time Personal Injury,15/10/2014 10:30,Peterborough - Catering,In office / building,Peterborough,East,"E-Injured whilst handling, lifting or carrying"
